Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,acquisition-fMRIVARIANTUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,3,32,84,84,60,0.051,0.0005,90,False,959,fmap,,60,1.0,True,,1.0,j,5.301,0.04,False,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTEchoTimeRepetitionTimeTotalReadoutTimeDim1SizeDim2Size_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__4,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,4,25,90,90,60,0.08,0.0005,90,False,959,fmap,,0,1.0,True,,1.0,j,7.03,0.05,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTObliquityUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__5,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,5,6,84,84,60,0.051,0.0005,90,False,959,fmap,,60,1.0,False,,1.0,j,5.301,0.04,False,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTEchoTimeRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__6,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,6,2,90,90,60,0.08,0.0005,90,False,959,fmap,,0,1.0,True,,1.0,j,7.03,0.05,False,2.4,2.4,2.4
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,1,859,104,104,72,0.1,0.0004,90,False,902,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTUnused_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,2,32,104,104,72,0.1,0.0004,90,False,902,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,False,1.8,1.8,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,3,7,104,104,72,0.1,0.0004,90,False,902,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,4,1,104,104,72,0.1,0.0005,90,False,902,fmap,,0,1.0,True,2.0,1.0,j-,3.44,0.05,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,5,1,104,104,72,0.1,0.0004,90,False,902,fmap,,0,1.0,True,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,6,1,104,104,72,0.1,0.0004,90,False,902,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.85,1.85,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteRU_suffix-epi,7,1,104,104,72,0.1,0.0004,90,False,902,fmap,,0,1.0,True,2.0,1.0,i,3.32,0.04,True,1.8,1.8,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,1,819,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,2,28,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,3,27,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,False,2.0,1.0,i,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,4,15,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,False,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirectionObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,5,5,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,i,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3Unused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,6,3,140,140,81,0.089,0.0007,90,False,899,fmap,,0,2.0,False,,0.75,j,4.1,0.09,False,1.71,1.71,1.7
,,,acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,7,1,140,140,81,0.089,0.0007,90,False,899,fmap,,0,2.0,False,,0.75,j,4.1,0.09,True,1.71,1.71,1.7
,,,acquisition-dwiVARIANTPhaseEncodingDirectionObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi__8,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCBIC_suffix-epi,8,1,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,1,834,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,2,28,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,i-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,3,27,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,j,3.32,0.04,False,1.8,1.8,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,4,6,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTime_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,5,1,104,104,72,0.1,0.0005,90,False,899,fmap,,0,1.0,True,2.0,1.0,j,3.44,0.05,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,6,1,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,i,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,7,1,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirectionUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi__8,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteRU_suffix-epi,8,1,104,104,72,0.1,0.0004,90,False,899,fmap,,0,1.0,True,2.0,1.0,i,3.32,0.04,False,1.8,1.8,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,1,845,104,104,72,0.1,0.0004,90,False,898,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,2,33,104,104,72,0.1,0.0004,90,False,898,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTUnused_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,3,15,104,104,72,0.1,0.0004,90,False,898,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,False,1.8,1.8,1.8
,,,acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3Unused_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,4,3,140,140,81,0.089,0.0007,90,False,898,fmap,,0,2.0,False,,0.75,j-,4.1,0.09,False,1.71,1.71,1.7
,,,acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,5,1,140,140,81,0.089,0.0007,90,False,898,fmap,,0,2.0,False,,0.75,j-,4.1,0.09,True,1.71,1.71,1.7
,,,acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCBIC_suffix-epi,6,1,140,140,81,0.089,0.0007,90,False,898,fmap,,0,2.0,True,,0.75,j-,4.1,0.09,True,1.71,1.71,1.7
,,,,datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1__1,datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1,1,308,64,64,42,0.003,,90,False,340,fmap,,0,1.0,True,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1,datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1__2,datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1,2,27,64,64,42,0.003,,90,False,340,fmap,,0,1.0,False,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTUnused_datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1,datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1__3,datatype-fmap_fmap-magnitude1_session-HBNsiteSI_suffix-magnitude1,3,5,64,64,42,0.003,,90,False,340,fmap,,0,1.0,True,,1.0,j-,0.492,,False,3.0,3.0,3.0
,,,,datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2__1,datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2,1,308,64,64,42,0.008,,90,False,340,fmap,,0,1.0,True,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2,datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2__2,datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2,2,27,64,64,42,0.008,,90,False,340,fmap,,0,1.0,False,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTUnused_datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2,datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2__3,datatype-fmap_fmap-magnitude2_session-HBNsiteSI_suffix-magnitude2,3,5,64,64,42,0.008,,90,False,340,fmap,,0,1.0,True,,1.0,j-,0.492,,False,3.0,3.0,3.0
,,,,datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff__1,datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff,1,308,64,64,42,0.008,,90,False,340,fmap,,0,1.0,True,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTObliquity_datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff,datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff__2,datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff,2,27,64,64,42,0.008,,90,False,340,fmap,,0,1.0,False,,1.0,j-,0.492,,True,3.0,3.0,3.0
,,,acquisition-VARIANTUnused_datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff,datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff__3,datatype-fmap_fmap-phasediff_session-HBNsiteSI_suffix-phasediff,3,5,64,64,42,0.008,,90,False,340,fmap,,0,1.0,True,,1.0,j-,0.492,,False,3.0,3.0,3.0
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi,1,280,96,96,72,0.076,0.0007,90,False,295,fmap,,0,1.0,False,,0.75,j,3.11,0.07,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi,2,11,96,96,72,0.076,0.0007,90,False,295,fmap,,0,1.0,True,,0.75,j,3.11,0.07,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTUnused_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteSI_suffix-epi,3,4,96,96,72,0.076,0.0007,90,False,295,fmap,,0,1.0,False,,0.75,j,3.11,0.07,False,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,1,277,96,96,72,0.076,0.0007,90,False,293,fmap,,0,1.0,False,,0.75,j-,3.11,0.07,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,2,12,96,96,72,0.076,0.0007,90,False,293,fmap,,0,1.0,True,,0.75,j-,3.11,0.07,True,2.0,2.0,2.0
,,,acquisition-dwiVARIANTUnused_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,3,3,96,96,72,0.076,0.0007,90,False,293,fmap,,0,1.0,False,,0.75,j-,3.11,0.07,False,2.0,2.0,2.0
,,,acquisition-dwiVARIANTPhaseEncodingDirectionRepetitionTime_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteSI_suffix-epi,4,1,96,96,72,0.076,0.0007,90,False,293,fmap,,0,1.0,False,,0.75,i,3.14,0.07,True,2.0,2.0,2.0
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,1,85,84,84,60,0.051,0.0005,90,False,88,fmap,,60,1.0,False,,1.0,j-,5.301,0.04,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,2,2,84,84,60,0.051,0.0005,90,False,88,fmap,,60,1.0,True,,1.0,j-,5.301,0.04,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTUnused_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,3,1,84,84,60,0.051,0.0005,90,False,88,fmap,,60,1.0,False,,1.0,j-,5.301,0.04,False,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,1,76,84,84,60,0.051,0.0005,90,False,77,fmap,,60,1.0,False,,1.0,j,5.301,0.04,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,2,1,84,84,60,0.051,0.0005,90,False,77,fmap,,60,1.0,True,,1.0,j,5.301,0.04,True,2.4,2.4,2.4
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,1,65,104,104,72,0.1,0.0004,90,False,74,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,2,4,104,104,60,0.1,0.0004,90,False,74,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,2.4
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,3,2,104,104,72,0.1,0.0004,90,False,74,fmap,,0,1.0,True,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTDim3Size_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,4,1,104,104,39,0.1,0.0004,90,False,74,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,5,1,104,104,72,0.1,0.0004,90,False,74,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirectionDim3Size_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,6,1,104,104,39,0.1,0.0004,90,False,74,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
